topic,svg_code,response,score
" 'deep forest green coat with brass buttons',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Coat Body -->
  <rect x=""50"" y=""20"" width=""100"" height=""160"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Left Sleeve -->
  <rect x=""20"" y=""60"" width=""30"" height=""80"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Right Sleeve -->
  <rect x=""150"" y=""60"" width=""30"" height=""80"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Brass Buttons -->
  <circle cx=""100"" cy=""60"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""90"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""120"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""150"" r=""5"" fill=""gold"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Coat Body -->
  <rect x=""50"" y=""20"" width=""100"" height=""160"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Left Sleeve -->
  <rect x=""20"" y=""60"" width=""30"" height=""80"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Right Sleeve -->
  <rect x=""150"" y=""60"" width=""30"" height=""80"" fill=""forestgreen"" rx=""10"" ry=""10"" />
  
  <!-- Brass Buttons -->
  <circle cx=""100"" cy=""60"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""90"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""120"" r=""5"" fill=""gold"" />
  <circle cx=""100"" cy=""150"" r=""5"" fill=""gold"" />
</svg>
```",0.9542197585105896
" 'cobalt blue mountains under a silver moon',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""black"" />
  
  <!-- Mountains -->
  <polygon points=""0,100 50,30 100,100"" fill=""cobaltblue"" />
  <polygon points=""50,100 100,40 150,100"" fill=""cobaltblue"" />
  <polygon points=""100,100 150,50 200,100"" fill=""cobaltblue"" />
  
  <!-- Moon -->
  <circle cx=""160"" cy=""30"" r=""15"" fill=""silver"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""black"" />
  
  <!-- Mountains -->
  <polygon points=""0,100 50,30 100,100"" fill=""cobaltblue"" />
  <polygon points=""50,100 100,40 150,100"" fill=""cobaltblue"" />
  <polygon points=""100,100 150,50 200,100"" fill=""cobaltblue"" />
  
  <!-- Moon -->
  <circle cx=""160"" cy=""30"" r=""15"" fill=""silver"" />
</svg>
```",2.4357779693673365e-05
" 'pastel pink and mint green abstract forms',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,182,193);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(152,251,152);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#grad1)"" />
  <circle cx=""60"" cy=""60"" r=""40"" fill=""rgb(255,182,193)"" opacity=""0.7"" />
  <ellipse cx=""140"" cy=""140"" rx=""50"" ry=""30"" fill=""rgb(152,251,152)"" opacity=""0.7"" />
  <polygon points=""100,10 120,90 80,90"" fill=""rgb(255,182,193)"" opacity=""0.5"" />
  <polyline points=""50,150 70,130 90,150 110,130 130,150"" fill=""none"" stroke=""rgb(152,251,152)"" stroke-width=""3"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,182,193);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(152,251,152);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#grad1)"" />
  <circle cx=""60"" cy=""60"" r=""40"" fill=""rgb(255,182,193)"" opacity=""0.7"" />
  <ellipse cx=""140"" cy=""140"" rx=""50"" ry=""30"" fill=""rgb(152,251,152)"" opacity=""0.7"" />
  <polygon points=""100,10 120,90 80,90"" fill=""rgb(255,182,193)"" opacity=""0.5"" />
  <polyline points=""50,150 70,130 90,150 110,130 130,150"" fill=""none"" stroke=""rgb(152,251,152)"" stroke-width=""3"" />
</svg>
```",0.9832277297973633
" 'rustic barn in a snow-covered field',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""#87CEEB"" />
  
  <!-- Snow-covered field -->
  <rect x=""0"" y=""100"" width=""200"" height=""100"" fill=""#FFFFFF"" />
  
  <!-- Barn structure -->
  <rect x=""60"" y=""70"" width=""80"" height=""60"" fill=""#8B4513"" stroke=""#654321"" stroke-width=""2"" />
  
  <!-- Barn roof -->
  <polygon points=""50,70 100,40 150,70"" fill=""#A52A2A"" stroke=""#8B0000"" stroke-width=""2"" />
  
  <!-- Barn door -->
  <rect x=""90"" y=""100"" width=""20"" height=""30"" fill=""#654321"" />
  
  <!-- Barn window -->
  <rect x=""70"" y=""80"" width=""15"" height=""15"" fill=""#FFFFFF"" stroke=""#8B4513"" stroke-width=""1"" />
  <rect x=""115"" y=""80"" width=""15"" height=""15"" fill=""#FFFFFF"" stroke=""#8B4513"" stroke-width=""1"" />
  
  <!-- Snow on roof -->
  <polygon points=""50,70 100,50 150,70"" fill=""#FFFFFF"" opacity=""0.8"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Sky -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""#87CEEB"" />
  
  <!-- Snow-covered field -->
  <rect x=""0"" y=""100"" width=""200"" height=""100"" fill=""#FFFFFF"" />
  
  <!-- Barn structure -->
  <rect x=""60"" y=""70"" width=""80"" height=""60"" fill=""#8B4513"" stroke=""#654321"" stroke-width=""2"" />
  
  <!-- Barn roof -->
  <polygon points=""50,70 100,40 150,70"" fill=""#A52A2A"" stroke=""#8B0000"" stroke-width=""2"" />
  
  <!-- Barn door -->
  <rect x=""90"" y=""100"" width=""20"" height=""30"" fill=""#654321"" />
  
  <!-- Barn window -->
  <rect x=""70"" y=""80"" width=""15"" height=""15"" fill=""#FFFFFF"" stroke=""#8B4513"" stroke-width=""1"" />
  <rect x=""115"" y=""80"" width=""15"" height=""15"" fill=""#FFFFFF"" stroke=""#8B4513"" stroke-width=""1"" />
  
  <!-- Snow on roof -->
  <polygon points=""50,70 100,50 150,70"" fill=""#FFFFFF"" opacity=""0.8"" />
</svg>
```",0.2481318712234497
" 'red and white polka dot pattern on a dress',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""red"" />
  <g fill=""white"">
    <circle cx=""30"" cy=""30"" r=""10"" />
    <circle cx=""70"" cy=""30"" r=""10"" />
    <circle cx=""110"" cy=""30"" r=""10"" />
    <circle cx=""150"" cy=""30"" r=""10"" />
    <circle cx=""30"" cy=""70"" r=""10"" />
    <circle cx=""70"" cy=""70"" r=""10"" />
    <circle cx=""110"" cy=""70"" r=""10"" />
    <circle cx=""150"" cy=""70"" r=""10"" />
    <circle cx=""30"" cy=""110"" r=""10"" />
    <circle cx=""70"" cy=""110"" r=""10"" />
    <circle cx=""110"" cy=""110"" r=""10"" />
    <circle cx=""150"" cy=""110"" r=""10"" />
    <circle cx=""30"" cy=""150"" r=""10"" />
    <circle cx=""70"" cy=""150"" r=""10"" />
    <circle cx=""110"" cy=""150"" r=""10"" />
    <circle cx=""150"" cy=""150"" r=""10"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""red"" />
  <g fill=""white"">
    <circle cx=""30"" cy=""30"" r=""10"" />
    <circle cx=""70"" cy=""30"" r=""10"" />
    <circle cx=""110"" cy=""30"" r=""10"" />
    <circle cx=""150"" cy=""30"" r=""10"" />
    <circle cx=""30"" cy=""70"" r=""10"" />
    <circle cx=""70"" cy=""70"" r=""10"" />
    <circle cx=""110"" cy=""70"" r=""10"" />
    <circle cx=""150"" cy=""70"" r=""10"" />
    <circle cx=""30"" cy=""110"" r=""10"" />
    <circle cx=""70"" cy=""110"" r=""10"" />
    <circle cx=""110"" cy=""110"" r=""10"" />
    <circle cx=""150"" cy=""110"" r=""10"" />
    <circle cx=""30"" cy=""150"" r=""10"" />
    <circle cx=""70"" cy=""150"" r=""10"" />
    <circle cx=""110"" cy=""150"" r=""10"" />
    <circle cx=""150"" cy=""150"" r=""10"" />
  </g>
</svg>
```",0.8391128778457642
" 'golden wheat fields swaying in the breeze',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""wheatGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#f5deb3"" />
      <stop offset=""100%"" stop-color=""#d2b48c"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#wheatGradient)"" />
  <g transform=""translate(50, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
  <g transform=""translate(100, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
  <g transform=""translate(150, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""wheatGradient"" x1=""0"" y1=""0"" x2=""0"" y2=""1"">
      <stop offset=""0%"" stop-color=""#f5deb3"" />
      <stop offset=""100%"" stop-color=""#d2b48c"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""200"" height=""200"" fill=""url(#wheatGradient)"" />
  <g transform=""translate(50, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
  <g transform=""translate(100, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
  <g transform=""translate(150, 150)"">
    <path d=""M0,0 C5,-20 5,-40 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-20 C-5,-25 -5,-35 0,-40"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
    <path d=""M0,-40 C5,-45 5,-55 0,-60"" stroke=""#d2b48c"" stroke-width=""2"" fill=""none"" />
  </g>
</svg>
```",0.07409549504518509
" 'violet and indigo swirls on a black canvas',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <radialGradient id=""violetGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" stop-color=""violet"" stop-opacity=""1"" />
      <stop offset=""100%"" stop-color=""black"" stop-opacity=""0"" />
    </radialGradient>
    <radialGradient id=""indigoGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" stop-color=""indigo"" stop-opacity=""1"" />
      <stop offset=""100%"" stop-color=""black"" stop-opacity=""0"" />
    </radialGradient>
  </defs>
  <rect width=""100%"" height=""100%"" fill=""black"" />
  <circle cx=""100"" cy=""100"" r=""80"" fill=""url(#violetGradient)"" />
  <circle cx=""100"" cy=""100"" r=""60"" fill=""url(#indigoGradient)"" />
  <circle cx=""100"" cy=""100"" r=""40"" fill=""url(#violetGradient)"" />
  <circle cx=""100"" cy=""100"" r=""20"" fill=""url(#indigoGradient)"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <radialGradient id=""violetGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" stop-color=""violet"" stop-opacity=""1"" />
      <stop offset=""100%"" stop-color=""black"" stop-opacity=""0"" />
    </radialGradient>
    <radialGradient id=""indigoGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" stop-color=""indigo"" stop-opacity=""1"" />
      <stop offset=""100%"" stop-color=""black"" stop-opacity=""0"" />
    </radialGradient>
  </defs>
  <rect width=""100%"" height=""100%"" fill=""black"" />
  <circle cx=""100"" cy=""100"" r=""80"" fill=""url(#violetGradient)"" />
  <circle cx=""100"" cy=""100"" r=""60"" fill=""url(#indigoGradient)"" />
  <circle cx=""100"" cy=""100"" r=""40"" fill=""url(#violetGradient)"" />
  <circle cx=""100"" cy=""100"" r=""20"" fill=""url(#indigoGradient)"" />
</svg>
```",0.054100699722766876
" 'Golden sun setting over a tranquil sea',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Gradient for the sun -->
  <defs>
    <radialGradient id=""sunGradient"" cx=""0.5"" cy=""0.5"" r=""0.5"">
      <stop offset=""0%"" stop-color=""gold"" />
      <stop offset=""100%"" stop-color=""orange"" />
    </radialGradient>
  </defs>
  
  <!-- Sun -->
  <circle cx=""100"" cy=""100"" r=""30"" fill=""url(#sunGradient)"" />

  <!-- Sea -->
  <rect x=""0"" y=""130"" width=""200"" height=""70"" fill=""lightblue"" />

  <!-- Sun reflection on the sea -->
  <path d=""M70 130 Q100 150 130 130"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
  <path d=""M80 140 Q100 160 120 140"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
  <path d=""M90 150 Q100 170 110 150"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Gradient for the sun -->
  <defs>
    <radialGradient id=""sunGradient"" cx=""0.5"" cy=""0.5"" r=""0.5"">
      <stop offset=""0%"" stop-color=""gold"" />
      <stop offset=""100%"" stop-color=""orange"" />
    </radialGradient>
  </defs>
  
  <!-- Sun -->
  <circle cx=""100"" cy=""100"" r=""30"" fill=""url(#sunGradient)"" />

  <!-- Sea -->
  <rect x=""0"" y=""130"" width=""200"" height=""70"" fill=""lightblue"" />

  <!-- Sun reflection on the sea -->
  <path d=""M70 130 Q100 150 130 130"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
  <path d=""M80 140 Q100 160 120 140"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
  <path d=""M90 150 Q100 170 110 150"" fill=""none"" stroke=""gold"" stroke-width=""2"" opacity=""0.5"" />
</svg>
```",0.7085557579994202
" 'Checkerboard pattern with vibrant hues',","<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,255,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,255,255);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad3"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,0,255);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,0,255);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad4"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,165,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,20,147);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""url(#grad1)"" />
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""url(#grad2)"" />
  <rect x=""0"" y=""50"" width=""50"" height=""50"" fill=""url(#grad3)"" />
  <rect x=""50"" y=""50"" width=""50"" height=""50"" fill=""url(#grad4)"" />
</svg>","```svg
<svg viewBox=""0 0 100 100"" width=""100"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <linearGradient id=""grad1"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,0,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,255,0);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad2"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,255,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,255,255);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad3"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,0,255);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,0,255);stop-opacity:1"" />
    </linearGradient>
    <linearGradient id=""grad4"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""0%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,165,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(255,20,147);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <rect x=""0"" y=""0"" width=""50"" height=""50"" fill=""url(#grad1)"" />
  <rect x=""50"" y=""0"" width=""50"" height=""50"" fill=""url(#grad2)"" />
  <rect x=""0"" y=""50"" width=""50"" height=""50"" fill=""url(#grad3)"" />
  <rect x=""50"" y=""50"" width=""50"" height=""50"" fill=""url(#grad4)"" />
</svg>
```",0.5700172185897827
" 'Azure waves crashing against rocky cliffs',","<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""lightblue"" />
  
  <!-- Waves -->
  <path d=""M0,60 Q20,50 40,60 T80,60 T120,60 T160,60 T200,60"" fill=""none"" stroke=""blue"" stroke-width=""3"" />
  <path d=""M0,70 Q20,60 40,70 T80,70 T120,70 T160,70 T200,70"" fill=""none"" stroke=""deepskyblue"" stroke-width=""2"" />
  
  <!-- Cliffs -->
  <polygon points=""140,100 150,70 160,80 170,60 180,90 200,100"" fill=""saddlebrown"" />
  <polygon points=""160,100 170,80 180,90 190,70 200,100"" fill=""peru"" />
</svg>","```svg
<svg viewBox=""0 0 200 100"" width=""200"" height=""100"" xmlns=""http://www.w3.org/2000/svg"">
  <!-- Background -->
  <rect x=""0"" y=""0"" width=""200"" height=""100"" fill=""lightblue"" />
  
  <!-- Waves -->
  <path d=""M0,60 Q20,50 40,60 T80,60 T120,60 T160,60 T200,60"" fill=""none"" stroke=""blue"" stroke-width=""3"" />
  <path d=""M0,70 Q20,60 40,70 T80,70 T120,70 T160,70 T200,70"" fill=""none"" stroke=""deepskyblue"" stroke-width=""2"" />
  
  <!-- Cliffs -->
  <polygon points=""140,100 150,70 160,80 170,60 180,90 200,100"" fill=""saddlebrown"" />
  <polygon points=""160,100 170,80 180,90 190,70 200,100"" fill=""peru"" />
</svg>
```",0.8751235604286194
" 'Intricate paisley designs in emerald and gold',","<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <radialGradient id=""emeraldGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,128,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,100,0);stop-opacity:1"" />
    </radialGradient>
    <linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,215,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(218,165,32);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(50, 50)"">
    <path d=""M50,0 C75,25 75,75 50,100 C25,75 25,25 50,0 Z"" fill=""url(#emeraldGradient)"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <circle cx=""50"" cy=""50"" r=""20"" fill=""url(#goldGradient)"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
    <path d=""M50,0 C60,20 60,80 50,100 C40,80 40,20 50,0 Z"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M50,0 C70,30 70,70 50,100 C30,70 30,30 50,0 Z"" fill=""none"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
  </g>
  <g transform=""translate(120, 120) rotate(45)"">
    <ellipse cx=""0"" cy=""0"" rx=""30"" ry=""15"" fill=""url(#emeraldGradient)"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M-30,0 A30,15 0 0,1 30,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M-30,0 A30,15 0 0,0 30,0"" fill=""none"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
  </g>
</svg>","```svg
<svg viewBox=""0 0 200 200"" width=""200"" height=""200"" xmlns=""http://www.w3.org/2000/svg"">
  <defs>
    <radialGradient id=""emeraldGradient"" cx=""50%"" cy=""50%"" r=""50%"">
      <stop offset=""0%"" style=""stop-color:rgb(0,128,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(0,100,0);stop-opacity:1"" />
    </radialGradient>
    <linearGradient id=""goldGradient"" x1=""0%"" y1=""0%"" x2=""100%"" y2=""100%"">
      <stop offset=""0%"" style=""stop-color:rgb(255,215,0);stop-opacity:1"" />
      <stop offset=""100%"" style=""stop-color:rgb(218,165,32);stop-opacity:1"" />
    </linearGradient>
  </defs>
  <g transform=""translate(50, 50)"">
    <path d=""M50,0 C75,25 75,75 50,100 C25,75 25,25 50,0 Z"" fill=""url(#emeraldGradient)"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <circle cx=""50"" cy=""50"" r=""20"" fill=""url(#goldGradient)"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
    <path d=""M50,0 C60,20 60,80 50,100 C40,80 40,20 50,0 Z"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M50,0 C70,30 70,70 50,100 C30,70 30,30 50,0 Z"" fill=""none"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
  </g>
  <g transform=""translate(120, 120) rotate(45)"">
    <ellipse cx=""0"" cy=""0"" rx=""30"" ry=""15"" fill=""url(#emeraldGradient)"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M-30,0 A30,15 0 0,1 30,0"" fill=""none"" stroke=""url(#goldGradient)"" stroke-width=""2""/>
    <path d=""M-30,0 A30,15 0 0,0 30,0"" fill=""none"" stroke=""url(#emeraldGradient)"" stroke-width=""2""/>
  </g>
</svg>
```",3.835899860860081e-06
